subset,algorithm,image,psnr,ssim,entropy,edge_vis,niqe,time_ms
indoor,DCP,1418_4.png,18.876188537157574,0.9028596878051758,7.817453773081741,0.6182924263674614,,35.396899999796005
indoor,DCP,1418_5.png,19.00847672637346,0.8994112014770508,7.821765041151913,0.6170897615708275,,35.2324000000408
indoor,DCP,1418_6.png,19.12496983734829,0.8960853219032288,7.825948030308734,0.6157854137447405,,36.11820000014632
indoor,DCP,1418_7.png,19.248999488558553,0.8925961852073669,7.830166441021569,0.6143302945301543,,35.37710000000516
indoor,DCP,1418_8.png,19.343512434495082,0.8888330459594727,7.831439038320012,0.6132152875175315,,34.74210000013045
indoor,DCP,1418_9.png,19.438757026393134,0.8852529525756836,7.8337973118703,0.6115287517531557,,35.486799999944196
indoor,DCP,1419_1.png,20.259427443528356,0.9316129684448242,7.758193090690758,0.6549509116409538,,35.40800000018862
indoor,DCP,1419_10.png,20.80996385601914,0.9002208709716797,7.7711624677915365,0.6417496493688639,,36.36770000002798
indoor,DCP,1419_2.png,20.383064831945788,0.9286472201347351,7.757546785630654,0.653453716690042,,37.480999999843334
indoor,DCP,1419_3.png,20.503332865570826,0.9258675575256348,7.759583345235125,0.6518478260869566,,35.577699999976176
indoor,DCP,1419_4.png,20.60650706836853,0.9226434826850891,7.760671219088526,0.6503401122019635,,36.17599999961385
indoor,DCP,1419_5.png,20.70237984829285,0.919339656829834,7.762097303734376,0.6487622720897616,,35.73900000037611
indoor,DCP,1419_6.png,20.766522467180813,0.9157882332801819,7.7612938131085984,0.6473387096774194,,35.465599999952246
indoor,DCP,1419_7.png,20.819720595457667,0.912312924861908,7.761575851279573,0.6461290322580645,,35.29009999965638
indoor,DCP,1419_8.png,20.841861337926826,0.9082610011100769,7.767767194984676,0.64468793828892,,35.826100000122096
indoor,DCP,1419_9.png,20.84461582959303,0.9044100642204285,7.770209835456862,0.6434326788218794,,35.448600000108854
indoor,DCP,1420_1.png,18.504137792560424,0.8889575004577637,7.497026031272849,0.49391304347826087,,35.52709999985382
indoor,DCP,1420_10.png,20.704898002363315,0.8784398436546326,7.532361812591491,0.4995687237026648,,36.32079999988491
indoor,DCP,1420_2.png,18.79592137360546,0.8899038434028625,7.501086427367776,0.49440042075736323,,35.403300000325544
indoor,DCP,1420_3.png,19.091428781238562,0.8899641036987305,7.502268503441845,0.49487727910238427,,35.60990000005404
indoor,DCP,1420_4.png,19.376844765907364,0.8901259303092957,7.507169942801989,0.49601683029453014,,35.816499999782536
indoor,DCP,1420_5.png,19.668346056084278,0.8894429206848145,7.511138794927815,0.49712131837307155,,35.23529999984021
indoor,DCP,1420_6.png,19.9497118685615,0.8883323669433594,7.515187844794142,0.4981206171107994,,35.25550000040312
indoor,DCP,1420_7.png,20.21368793349772,0.886629581451416,7.518526858008071,0.4980610098176718,,36.04959999984203
indoor,DCP,1420_8.png,20.425748248114,0.8843920826911926,7.52281833940805,0.49761921458625524,,35.899200000130804
indoor,DCP,1420_9.png,20.601273872134414,0.8817341923713684,7.526916635890791,0.4991935483870968,,35.504800000126124
indoor,DCP,1421_1.png,18.849731543031254,0.8905156254768372,7.304486560312107,0.46038569424964937,,35.98569999985557
indoor,DCP,1421_10.png,18.56722369729364,0.8550946712493896,7.205859798185076,0.41175666199158484,,35.63189999977112
indoor,DCP,1421_2.png,18.937141182436502,0.887537956237793,7.31321464057841,0.46072230014025245,,35.46749999986787
indoor,DCP,1421_3.png,18.971374641934773,0.8836811184883118,7.320344593190759,0.46099929873772794,,35.96880000031888
indoor,DCP,1421_4.png,18.961184459785244,0.8800459504127502,7.327438258532394,0.46090112201963535,,35.62920000013037
indoor,DCP,1421_5.png,18.379504854157073,0.8701136708259583,7.1916624848065505,0.41411991584852736,,35.55400000004738
indoor,DCP,1421_6.png,18.42524275665725,0.8667740225791931,7.193513926638436,0.4133380084151473,,36.35570000005828
indoor,DCP,1421_7.png,18.475458310918402,0.8639347553253174,7.198287645815791,0.4125210378681627,,35.64150000011068
indoor,DCP,1421_8.png,18.508646734607154,0.8607663512229919,7.199371010483541,0.41214586255259467,,35.69979999974748
indoor,DCP,1421_9.png,18.546701540360203,0.8582124710083008,7.204699119692998,0.41251753155680226,,35.70769999987533
indoor,DCP,1422_1.png,21.623047082108407,0.8447904586791992,7.145277991129983,0.28705820476858346,,35.351300000002084
indoor,DCP,1422_10.png,19.59169017915592,0.7672129273414612,7.320408280750388,0.3033765778401122,,35.20089999983611
indoor,DCP,1422_2.png,21.780682014913943,0.8378815054893494,7.174127779903904,0.2876367461430575,,35.5970000000525
indoor,DCP,1422_3.png,21.840769998694924,0.8288189768791199,7.199654846948915,0.291367461430575,,35.592000000178814
indoor,DCP,1422_4.png,21.858716135412596,0.8212380409240723,7.2198292519032075,0.29249649368863956,,35.55670000014288
indoor,DCP,1422_5.png,21.710586281416916,0.8128427863121033,7.235412466203712,0.29319424964936885,,35.55199999982506
indoor,DCP,1422_6.png,21.522343208305546,0.8049566149711609,7.260544739640741,0.29550490883590463,,35.657000000355765
indoor,DCP,1422_7.png,21.531778820650995,0.8021815419197083,7.274551036628697,0.29383941093969146,,35.6843999998091
indoor,DCP,1422_8.png,20.661158834224175,0.7865760326385498,7.292479401660632,0.29780504908835903,,35.180700000182696
indoor,DCP,1422_9.png,20.36485594279535,0.7800636291503906,7.30932378350466,0.29862903225806453,,35.742000000027474
indoor,DCP,1423_1.png,23.382103370261532,0.823552668094635,7.160612627821151,0.3737727910238429,,35.21330000012313
indoor,DCP,1423_10.png,14.965469024069462,0.7069972157478333,7.4761123826474964,0.3836290322580645,,36.110999999891646
indoor,DCP,1423_2.png,22.19236733641679,0.8089311718940735,7.182084226505416,0.3737447405329593,,35.37079999978232
indoor,DCP,1423_3.png,20.90646533453278,0.7921113967895508,7.201328271990457,0.37404277699859745,,35.65949999983786
indoor,DCP,1423_4.png,19.840780359481748,0.777105987071991,7.226771648408858,0.37468443197755963,,35.444099999949685
indoor,DCP,1423_5.png,18.746082896415576,0.7590947151184082,7.207341643618896,0.36953015427769986,,36.009500000091066
indoor,DCP,1423_6.png,17.973958872642125,0.7507351040840149,7.268008601424758,0.3746178120617111,,35.60169999991558
indoor,DCP,1423_7.png,16.98877945688101,0.7370157241821289,7.304019593320464,0.3762517531556802,,35.58800000018891
